,description,views
482,"올해는 왜 지각을 했는가?
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

재밌는 부분은 댓글로 제보해 주시면 하이라이트 영상에 반영하겠습니다. 감사합니다.

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O

▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner


▶편집자: 김태완 (2호 침투부수호자)
▶2020년 1월 21일 방송분

#침투부 #침착맨 #지각설명회",1
483,"웃음꽃 피어나는 배도라지
▶침착맨의 【리그 오브 레전드】 게임영상 모음: https://goo.gl/bwRV31

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 2월 17일 방송분

#침착맨 #배도라지 #롤",0
484,"영리메 - 12화 하비 전투
▶침착맨의 【영걸전 리메이크】 모음: https://url.kr/TEvMDW
▶침착맨의 【영걸전 리메이크/풀버전】 모음: https://url.kr/3XniHT

▶침착맨의 【DOS 원작 영걸전】 모음: https://url.kr/DerTiV
▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O

▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner
 
▶편집자: 김태완 (2호 침투부수호자)
▶2020년 1월 9일 방송분

#침투부 #침착맨 #영걸전 #리메이크",0
485,"이게 포켓몬이야 짐승이야
▶침착맨의 【이상형 월드컵】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAGRKOHgas0qm05Ha_wMUmN&disable_polymer=true

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 8월 3일 방송분

#침착맨 #삼국지 #이상형월드컵",1
486,"침착맨 노래방 | 추석 특집 '순정' 외 10곡
호텔 공조기 옆에 메뚜기나비가 또 보이길래 찍어보았습니다.",0
487,"나비 아저씨와 농구공 - 모여봐요 동물의 숲 5화
▶침착맨의 【모여봐요 동물의 숲】 게임영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACN9xo4QMTWEIVEgi9GOHre
▶침착맨의 【모여봐요 동물의 숲/풀버전】 게임영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAB73OFYpKclleEH4wcQQurX

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상: http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송: http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 3월 30일 방송분

#침착맨 #모여봐요동물의숲 #닌텐도스위치",0
488,"삼국지14: 공손찬전 - 1화 역경에 내려오는 전설
▶침착맨의 【삼국지14: 공손찬전】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAYNGcsr7hSnqapaSMQ4i8y

▶침착맨의 【삼국지11: 여포전】 게임영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACAsbTOSdfwsDqkIllqk-ov&disable_polymer=true
▶침착맨의 【삼국지5: 맹획전】 게임영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAMNm0Kut1nXevs91WT2jb2

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 1월 21일 방송분

#침투부 #침착맨 #삼국지14",1
489,"삼국지14: 공손찬전 - 8화 덤벼라! 마왕 조운
▶침착맨의 【삼국지14: 공손찬전】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAYNGcsr7hSnqapaSMQ4i8y

▶침착맨의 【삼국지11: 여포전】 게임영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACAsbTOSdfwsDqkIllqk-ov&disable_polymer=true
▶침착맨의 【삼국지5: 맹획전】 게임영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAMNm0Kut1nXevs91WT2jb2

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 2월 3일 방송분

#침투부 #침착맨 #삼국지14",0
490,"침착곤충기 - 영종도 메뚜기나비
▶무기모으기 ~뭐든지 무기가 되는 RPG~ 풀버전 上 : https://youtu.be/7Pjwhk7LAec
▶무기모으기 ~뭐든지 무기가 되는 RPG~ 풀버전 下(完) : https://youtu.be/4aUwyhL7P0Q

▶침착맨의 【짧게 한 게임들】 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACiQw3uIILLjASbbGKOS-u2

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 장효범 (6호 침투부수호자)
▶2020년 9월 16일 방송분

#침착맨 #침투부 #무기모으기",0
491,"펄vs풍 「닉변빵」 전장 대결 1부
▶【펄VS풍, 펄풍戰】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZABNOdzZ1C8sadl4TORDsCPC
▶침착맨의 【하스스톤/전장】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAByJnTvXpnI-WMc7HsQWL5x&disable_polymer=true

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 김태완 (2호 침투부수호자)
▶2020년 3월 8일 방송분

#침착맨 #주호민 #김풍 #전장",0
492,"쏘영이 입 댓 발 나온 이야기
강의 선생님: Lustboy
前 CJ Entus Blaze 서포터
現 Team SoloMid 코치

▶10월 6일 자낳대 대비 롤 연습 & 서포터 교육 풀버전: https://youtu.be/OppUVFVA05s
▶침착맨의 【2020 AMD 자낳대 시즌2 참가 영상】 모음: https://url.kr/ojBqC3

▶음악 '돌리랑 도트가 제일 좋아' 원본 영상: https://youtu.be/TRs2lhwxIIE

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 전수만 (4호 침투부수호자)
▶2020년 10월 6일 방송분

#침착맨 #자낳대 #러스트보이",0
493,"알기 쉽게 떠먹여주는 LOL 서포터 기초 강의
▶【쇼핑맨: 물건 사기 프로젝트】 재생목록: https://url.kr/zjDibJ

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 김태완 (2호 침투부수호자)
▶2020년 10월 6일 방송분

#침착맨 #자동차 #현대차",2
494,"쏘영이랑 상록시티에서 평생 살기
▶쏘영이와 함께한 영상 모음: https://goo.gl/ik6II3

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 장효범(6호 침투부수호자)
▶2020년 1월 14일 방송분

#침착맨 #쏘영 #포켓몬스터",0
495,"주호민이 다음생에 다시 태어나고 싶은 곤충 월드컵
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 6월 1일 방송분

#침착맨 #풍월량 #철면수심 #옥냥이",1
496,"【왕날편】 20/01/03 더욱 열심히 안 하겠습니다
*원본 영상에는 이상이 없었는데 업로드 과정에서 화면 깨짐 현상이 발생되어 부득이하게 재업로드 되는 점 양해 부탁드립니다.

▶【왕십리로 날아온 편지】 침투부에서 듣기: https://www.youtube.com/playlist?list=PLif_jr7pPZABBXhTIN2jY1WLAuzqhabCb&disable_polymer=true
▶【왕십리로 날아온 편지】 팟빵에서 듣기: http://www.podbbang.com/ch/1773165

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 장효범(6호 침투부수호자)
▶2019년 1월 3일 방송분

#침착맨 #라디오 #왕날편",0
497,"사이버펑크를 더 안하는 이유
▶침착맨의 【이상형 월드컵】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAGRKOHgas0qm05Ha_wMUmN&disable_polymer=true

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 전수만 (4호 침투부수호자)
▶2020년 12월 10일 방송분

#침착맨 #주호민 #좀비",2
498,"전장 도장깨기 「침착맨 vs 던」
▶침착맨의 【하스스톤/전장】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAByJnTvXpnI-WMc7HsQWL5x&disable_polymer=true

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2019년 12월 26일 방송분

#침착맨 #던 #전장",0
499,"2020년 침착맨 체형에 맞는 바지 쇼핑
서브웨이 샌드위치
- 이탈리안 BMT 30cm 세트 :11,400원
(플랫 브레드, 슈레드 치즈, 토스팅, 오이 제외, 랜치, 후추)
- 배달비 :3,900원
----------------------------------------
합계: 15,300원

▶침착맨의 【식욕저하 다이어트 먹방】 영상 모음: https://goo.gl/eUvjNe 

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 전수만 (4호 침투부수호자)
▶2020년 12월 2일 방송분

#침착맨 #주펄 #서브웨이",1
500,"날 물로 보지마!!! 드래곤볼Z 명장면 월드컵
▶침착맨의 【이상형 월드컵】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAAGRKOHgas0qm05Ha_wMUmN&disable_polymer=true

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 4월 24일 방송분

#침착맨 #드래곤볼 #이상형월드컵",1
501,"영리메 - 12화 하비 전투
▶침착맨의 【영걸전 리메이크】 모음: https://url.kr/TEvMDW
▶침착맨의 【영걸전 리메이크/풀버전】 모음: https://url.kr/3XniHT

▶침착맨의 【DOS 원작 영걸전】 모음: https://url.kr/DerTiV
▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O

▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner
 
▶편집자: 김태완 (2호 침투부수호자)
▶2020년 1월 9일 방송분

#침투부 #침착맨 #영걸전 #리메이크",0
502,"음식은 하나인데 둘이 배부르다? 단식세나 & 폭식두꺼비
▶침착맨의 【리그 오브 레전드】 게임영상 모음: https://goo.gl/bwRV31

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 3월 5일 방송분

#침착맨 #매직박 #단식세나",0
503,"문과의 상상은 무궁무진하다
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 4월 27일 방송분

#침착맨 #문과 #과학",1
504,"TRPG: 호미니아 탐험대 - 07화  그린드래곤 맹독이빨
출연
마스터 - 주호민
마리아 호아키나 - 김 풍
모델리아 - 임세모
먼저르 더퍼스트맨 - 옥냥이
왕 골 - 침착맨

음악
제이오, 붕산

촬영 및 제작지원
샌드박스 네트워크

▶침착맨의 【TRPG: 호미니아 탐험대】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZABYXmeVmhgAy6n1c8_Gi-9K

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 3월 13일 방송분

#침착맨 #TRPG #DnD",0
505,"나비 아저씨와 농구공 - 모여봐요 동물의 숲 5화
▶침착맨의 【모여봐요 동물의 숲】 게임영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACN9xo4QMTWEIVEgi9GOHre
▶침착맨의 【모여봐요 동물의 숲/풀버전】 게임영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAB73OFYpKclleEH4wcQQurX

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상: http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송: http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 3월 30일 방송분

#침착맨 #모여봐요동물의숲 #닌텐도스위치",0
506,"이병건의 금단의 주식박스
▶【쇼핑맨: 물건 사기 프로젝트】 재생목록: https://url.kr/zjDibJ

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 김태완 (2호 침투부수호자)
▶2020년 12월 2일 방송분

#침착맨 #삽니다 #명품백",2
507,"필리핀 한달 유학기 & 불닭마요컵반, 쇠고기컵면
⭐2022년 9월 1일 ~ 9월 7일 침착맨 오마카세 선정 영상

▶침착맨의 【식욕저하 다이어트 먹방】 영상 모음: https://goo.gl/eUvjNe 

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 4월 13일 방송분

#침착맨 #먹방 #필리핀",1
508,"스트리머 조기교육
▶엘리온 공식 홈페이지 : https://elyon.game.daum.net/preorder/main

▶침착맨의 【짧게 한 게임들】 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACiQw3uIILLjASbbGKOS-u2

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

#침착맨 #침투부 #엘리온",0
509,"침vs펄 전장 4차전 (왕십리 대첩)
▶침VS펄 전장 4차전 (왕십리 대첩) 풀버전 영상: https://youtu.be/MVTYN-CIP80
▶침착맨의 【하스스톤/전장】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAByJnTvXpnI-WMc7HsQWL5x&disable_polymer=true

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 4월 19일 방송분

#침착맨 #주호민 #하스스톤 #전장",0
510,"【침터뷰/윤태진 편】 1부 - 나 미스 춘향이야 (with 배성재 아나운서)
▶침착맨의 【침터뷰 시즌2: 초대석 인터뷰】 영상 모음: https://goo.gl/pZxU4V
▶침착맨의 【침터뷰 시즌1: 전화 인터뷰】 영상 모음: https://goo.gl/Dfu2nB

▶침투부 영상에 자막을 달고 싶으시다면? : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶2020년 2월 19일 방송분
▶편집자 : 장효범 (6호 침투부수호자)

#침터뷰 #윤태진 #배성재",2
511,"왕쌍 김종수와 함께 하는 침갈량의 실버1 북벌(北伐)
▶침착맨의 【리그 오브 레전드】 게임영상 모음: https://goo.gl/bwRV31

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 김태완(2호 침투부수호자)
▶2020년 8월 14일 방송분

#침착맨 #재넌지원금 #리그오브레전드",0
512,"TRPG: 호미니아 탐험대 - 08화 크레그마우 성(城)의 그롤 왕
출연
마스터 - 주호민
마리아 호아키나 - 김 풍
모델리아 - 임세모
먼저르 더퍼스트맨 - 옥냥이
왕 골 - 침착맨

음악
제이오, 붕산
Music provided by 브금대통령
Track : My Star - https://youtu.be/BQmpRD0MNOA
Music provided by 브금대통령
Track : 6.6 - https://youtu.be/LrtnRjRTADE

촬영 및 제작지원
샌드박스 네트워크

▶침착맨의 【TRPG: 호미니아 탐험대】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZABYXmeVmhgAy6n1c8_Gi-9K

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 3월 20일 방송분

#침착맨 #TRPG #DnD",0
513,"방송용 마이크 쇼핑
승우아빠님 정말 고맙습니다,,,

▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 10월 23, 25일 방송분

#침착맨 #승우아빠 #오디오",0
514,"2020 배도라지 25시간 MT | 5-2부 마피아 게임 (의사연합의 반격)
▶ 배도라지 25시간 MT 4부 풀버전: https://youtu.be/xavgCUBwG5g
▶【2020 배도라지 25시간 MT】 재생목록: https://www.youtube.com/playlist?list=PLif_jr7pPZACapOHnAWzpdpwFfManyk_c

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 7월 1일 방송분

#침착맨 #배도라지 #25시간방송",1
515,"미워도 다시 한번, 따뜻해진 가지버거
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 장효범 (6호 침투부수호자)
▶2020년 12월 11일 방송분

#침착맨 #맵크런치 #공항찾기",1
516,"침착맨 노래방 | 신현규, 박사준, 김기동 지인 특집 '졸업' 외 23곡
▶관련 재생목록
  •졸음퇴치 침착맨 노래방: https://youtube.com/playlist?list=PLrTC7IMrpfqIeMTyJ_pZaYk_qPtcX9Xoq

▶편집자 : 전수만 (4호 침투부수호자)
▶2019년 12월 26일, 29일, 20년 1월 3일 방송분

0:00 시작

0:10 내가 너의 곁에 잠시 살았다는 걸 - 토이 (방장)
5:18 허니 - 크라잉넛
7:36 졸업 - 전람회 (방장)
12:39 고백 - 델리스파이스
16:49 친구 - 레이지본 (방장)

20:29 일어나 - 김광석 (듀엣)
25:00 김밥 - 더 자두 (방장)
28:49 콩가 - 컨츄리꼬꼬 (방장)
32:04 너에게로 또다시 - 변진섭 (방장)
36:02 안녕 - 러블리즈 (방장)

39:45 허리케인 박 - DJ DOC 
43:05 그땐 그랬지 - 카니발
47:00 흐린 기억속의 그대 - 현진영
50:05 거위의 꿈 - 카니발 (듀엣)
55:24 말 달리자 - 크라잉넛

58:26 우리 지금 만나 - 리쌍 (듀엣)
1:02:12 그것만이 내 세상 - 전인권
1:07:21 늪 - 조관우 
1:10:00 꿈에 - 박정현

#침착맨 #침투부 #노래방",0
517,"빡빡위키 (MBTI였던 것)
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶침투부 영상에 자막 달기 (감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 5월 6일 방송분

#침착맨 #주호민 #나무위키 #MBTI",2
518,"그냥 꼬꼬면과 유통기한 3개월 지난 속찬라면
출연: 갓보기, 김기열, 단군, 매직박, 옥냥이, 철면수심, 침착맨, 풍월량, 통닭천사 

▶침착맨의 【짧게 한 게임들】 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACiQw3uIILLjASbbGKOS-u2

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 8월 28일 방송분

#침착맨 #어몽어스 #배도라지",1
519,"【왕날편】 20/04/02 블랙아이스 명심 또 명심하세요
▶【왕십리로 날아온 편지】 침투부에서 듣기: https://www.youtube.com/playlist?list=PLif_jr7pPZABBXhTIN2jY1WLAuzqhabCb&disable_polymer=true
▶【왕십리로 날아온 편지】 팟빵에서 듣기: http://www.podbbang.com/ch/1773165

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 장효범(6호 침투부수호자)
▶2020년 4월 2일 방송분

#침착맨 #라디오 #왕날편

Kevin MacLeod의 Happy Boy Theme은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.

출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100647

아티스트: http://incompetech.com/

Kevin MacLeod의 Eyes Gone Wrong은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.

출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100362

아티스트: http://incompetech.com/",0
520,"영리메 - 20화 남양 전투 / 21화 박망파 전투
▶침착맨의 【영걸전 리메이크】 모음: https://url.kr/TEvMDW
▶침착맨의 【영걸전 리메이크/풀버전】 모음: https://url.kr/3XniHT

▶침착맨의 【DOS 원작 영걸전】 모음: https://url.kr/DerTiV
▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O

▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자: 김태완 (2호 침투부수호자)
▶2020년 2월 12일 방송분

#침투부 #침착맨 #영걸전 #리메이크",0
521,"2020 배도라지 25시간 MT | 5-1부 마피아 게임 (크레이지 시민의 무차별 난사)
▶배도라지 25시간 MT 4부 풀버전 : https://youtu.be/xavgCUBwG5g
▶【2020 배도라지 25시간 MT】 재생목록: https://www.youtube.com/playlist?list=PLif_jr7pPZACapOHnAWzpdpwFfManyk_c

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 7월 1일 방송분

#침착맨 #배도라지 #25시간방송",1
522,"팬아트 감상회 (주호민 아저씨 열받을 팬아트 多)
▶침착맨의 【일상재롱 영상】 모음: https://goo.gl/OJ4Uoa

▶편집자: 장효범 (6호 침투부수호자)
▶2020년 3월 19일 방송분

#침착맨 #팬아트 #감상회",0
523,"예절교육 (게임 중 밥 먹으라고 할 때, 친구 집에 연락할 때)
▶ 자낳대 연습 경기 (vs 순당무팀과의 스크림) 풀버전 영상 : https://youtu.be/yRUK6Lgt1CI
▶침착맨의 【2020 AMD 자낳대 시즌1】 참가 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZABXwLCXYjKdun6Ne5wWXbRX

▶침투부 영상에 자막 달기 (감사합니다) : https://bit.ly/2OJDF8O
▶침투부 인기동영상 :  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송 :  http://www.twitch.tv/zilioner

▶편집자 : 장효범 (6호 침투부수호자)
▶2020년 6월 22일 방송분

#침착맨 #리그오브레전드 #자낳대",1
524,"의식이 흘러가는 대로 푸는 썰
▶하루종일 싱글벙글 60人 사이버 운동회 【폴 가이즈】 풀버전 : https://youtu.be/2kcm_akkCRw

▶침착맨의 【짧게 한 게임들】 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACiQw3uIILLjASbbGKOS-u2

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 8월 10일 방송분

#침착맨 #침투부 #폴가이즈",1
525,"천지를 먹다 2 | 근육남들이 하루종일 피땀 흘리는 게임
▶침착맨의 【짧게 한 게임들】 영상 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZACiQw3uIILLjASbbGKOS-u2

▶편집자 : 전수만 (4호 침투부수호자)
▶2020년 3월 9일 방송분

#침착맨 #주호민 #천지를먹다2",0
526,"효녀 탄생
엄마 곤장 치고 아빠 주리 트는 효녀 이소영

(노래는 제가 튼 거 아니라 민속촌에서 튼 겁니다)",2
527,"전혀 몰라도 입문할 수 있는 침착맨 삼국지 5부(完)
▶ 포켓몬스터 레츠고! 피카츄 5화 풀버전 : https://youtu.be/W78RLbie8GI
▶ 포켓몬스터 레츠고! 피카츄 6화(完) 풀버전 : https://youtu.be/Ek6t7fHc_Gg
▶ 침착맨의 【포켓몬스터 레츠고! 피카츄】 보기: https://www.youtube.com/playlist?list=PLif_jr7pPZACenVj0HmYIOSd7flh3r1hY

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범(6호 침투부수호자)
▶2020년 7월 7일, 8일 방송분",1
528,"스트리머컵 《C9 vs 배도라지》 하스스톤 전장 대회
《C9 vs 배도라지》
선봉 -         던 vs 매직박
중견 -  플러리 vs 침착맨
대장 -  따효니 vs 철면수심

▶침착맨의 【하스스톤/전장】 모음: https://www.youtube.com/playlist?list=PLif_jr7pPZAByJnTvXpnI-WMc7HsQWL5x&disable_polymer=true

▶침투부 영상에 자막 달기(감사합니다): https://bit.ly/2OJDF8O
▶침투부 인기동영상:  http://goo.gl/i7Uqj1
▶침착맨 트위치 실시간방송:  http://www.twitch.tv/zilioner

▶편집자: 장효범 (6호 침투부수호자)

#침착맨 #배도라지 #스트리머컵 #하스스톤전장",0
